lemma;dict_pos;pos;by_hands_tags;frequency;R;D;Doc
безголовый;a;ADJF;ADJF;0,8;43;85;62
безголосый;a;ADJF;ADJF;0,6;36;84;45
безграмотный;a;ADJF;ADJF;2,8;89;92;210
безграничный;a;ADJF;ADJF;7,6;97;94;504
безгрешный;a;ADJF;ADJF;2,0;69;86;137
бездарный;a;ADJF;ADJF;8,4;94;93;447
бездействующий;a;ADJF;ADJF;0,4;27;81;34
бездельный;a;ADJF;ADJF;0,4;32;84;32
безденежный;a;ADJF;ADJF;1,0;45;80;64
бездетный;a;ADJF;ADJF;2,0;78;91;140
бездефицитный;a;ADJF;ADJF;0,4;23;76;31
бездеятельный;a;ADJF;ADJF;0,5;31;83;39
бездоказательный;a;ADJF;ADJF;0,5;33;81;37
бездомный;a;ADJF;ADJF;7,0;94;92;413
бездонный;a;ADJF;ADJF;6,5;88;91;392
бездумный;a;ADJF;ADJF;2,6;80;91;194
бездуховный;a;ADJF;ADJF;0,9;49;85;68
бездушный;a;ADJF;ADJF;2,6;86;92;195
бездымный;a;ADJF;ADJF;0,4;28;82;31
бездыханный;a;ADJF;ADJF;1,8;73;90;133
безжалостный;a;ADJF;ADJF;6,9;91;92;409
безжизненный;a;ADJF;ADJF;3,5;87;91;238
беззаботный;a;ADJF;ADJF;4,1;86;92;285
беззаветный;a;ADJF;ADJF;1,4;62;88;109
беззаконный;a;ADJF;ADJF;1,2;46;84;76
беззастенчивый;a;ADJF;ADJF;0,8;41;85;58
беззащитный;a;ADJF;ADJF;11,0;98;94;647
беззвездный;a;ADJF;ADJF;0,5;29;81;41
беззвучный;a;ADJF;ADJF;2,8;72;88;189
беззлобный;a;ADJF;ADJF;0,8;41;86;65
беззубый;a;ADJF;ADJF;3,1;76;89;204
безлесный;a;ADJF;ADJF;0,4;28;82;34
безликий;a;ADJF;ADJF;4,6;94;94;320
безличный;a;ADJF;ADJF;1,9;60;86;126
безлошадный;a;ADJF;ADJF;0,5;33;84;39
безлунный;a;ADJF;ADJF;0,4;27;80;34
безлюдный;a;ADJF;ADJF;6,0;90;91;359
безмерный;a;ADJF;ADJF;2,9;81;90;190
безмозглый;a;ADJF;ADJF;1,9;64;87;137
безмолвный;a;ADJF;ADJF;5,2;84;91;316
безмятежный;a;ADJF;ADJF;4,3;89;92;290
безнадежный;a;ADJF;ADJF;14,4;98;95;821
безнадзорный;a;ADJF;ADJF;0,8;36;78;43
безнаказанный;a;ADJF;ADJF;2,1;78;91;166
безналичный;a;ADJF;ADJF;2,8;54;76;121
безначальный;a;ADJF;ADJF;0,5;14;56;20
безногий;a;ADJF;ADJF;2,0;65;87;125
безнравственный;a;ADJF;ADJF;3,7;87;92;224
безобидный;a;ADJF;ADJF;8,1;98;94;555
безоблачный;a;ADJF;ADJF;3,5;88;92;267
безобразный;a;ADJF;ADJF;6,9;94;92;418
безоглядный;a;ADJF;ADJF;1,4;63;89;101
безоговорочный;a;ADJF;ADJF;3,3;85;92;258
безопасный;a;ADJF;ADJF;24,0;99;92;1379
безоружный;a;ADJF;ADJF;3,2;84;91;200
безосновательный;a;ADJF;ADJF;0,6;38;85;52
безостановочный;a;ADJF;ADJF;0,9;45;85;68
безответный;a;ADJF;ADJF;2,6;81;91;195
безответственный;a;ADJF;ADJF;3,7;87;93;281
безотзывный;a;ADJF;ADJF;0,4;10;54;14
безотказный;a;ADJF;ADJF;2,6;81;92;208
безотлагательный;a;ADJF;ADJF;0,7;41;84;64
безотрадный;a;ADJF;ADJF;0,6;36;85;45
безотходный;a;ADJF;ADJF;0,6;34;80;47
безотчетный;a;ADJF;ADJF;1,6;68;89;115
безошибочный;a;ADJF;ADJF;2,3;77;92;165
безработный;a;ADJF;ADJF;2,5;80;91;193
безрадостный;a;ADJF;ADJF;2,5;89;93;203
безраздельный;a;ADJF;ADJF;1,0;58;89;82
безразличный;a;ADJF;ADJF;10,5;99;94;600
безразмерный;a;ADJF;ADJF;1,5;66;89;110
безрассудный;a;ADJF;ADJF;2,1;80;91;153
безрезультатный;a;ADJF;ADJF;1,8;75;90;137
безродный;a;ADJF;ADJF;1,8;72;91;129
безропотный;a;ADJF;ADJF;1,0;53;88;81
безрукий;a;ADJF;ADJF;1,3;53;80;89
безударный;a;ADJF;ADJF;0,5;19;66;24
безудержный;a;ADJF;ADJF;3,7;91;92;267
безукоризненный;a;ADJF;ADJF;3,7;88;90;245
безумный;a;ADJF;ADJF;24,5;100;94;1070
безупречный;a;ADJF;ADJF;9,9;99;94;639
безусловный;a;ADJF;ADJF;10,7;98;92;754
безуспешный;a;ADJF;ADJF;2,0;74;90;165
безусый;a;ADJF;ADJF;1,1;46;78;57
безутешный;a;ADJF;ADJF;2,1;71;90;160
безучастный;a;ADJF;ADJF;2,5;78;91;187
безъядерный;a;ADJF;ADJF;0,5;23;72;30
безыдейный;a;ADJF;ADJF;0,6;32;81;38
безымянный;a;ADJF;ADJF;9,6;96;90;467
безыскусный;a;ADJF;ADJF;0,6;40;85;51
безысходный;a;ADJF;ADJF;2,5;83;92;194
бейсбольный;a;ADJF;ADJF;1,1;45;85;69
белгородский;a;ADJF;ADJF;3,2;58;83;160
белградский;a;ADJF;ADJF;0,6;25;76;31
беленый;a;ADJF;ADJF;1,2;47;85;79
беленький;a;ADJF;ADJF;6,1;85;89;302
белесый;a;ADJF;ADJF;7,2;73;88;362
беличий;a;ADJF;ADJF;1,5;44;74;69
белковый;a;ADJF;ADJF;5,0;63;77;203
беллетристический;a;ADJF;ADJF;0,5;33;82;36
белобрысый;a;ADJF;ADJF;4,3;69;86;198
беловатый;a;ADJF;ADJF;1,2;43;73;63
беловежский;a;ADJF;ADJF;1,6;47;79;79
белогвардейский;a;ADJF;ADJF;1,3;52;86;78
белоглазый;a;ADJF;ADJF;0,7;20;64;23
белоголовый;a;ADJF;ADJF;1,5;41;63;62
бело-голубой;a;ADJF;ADJF;0,7;43;85;54
белозубый;a;ADJF;ADJF;1,9;63;89;143
белокаменный;a;ADJF;ADJF;1,7;67;85;100
белокожий;a;ADJF;ADJF;0,5;30;83;38
белокочанный;a;ADJF;ADJF;0,7;15;67;27
белокурый;a;ADJF;ADJF;4,9;82;90;254
белолицый;a;ADJF;ADJF;0,6;28;74;35
беломорский;a;ADJF;ADJF;0,4;22;76;23
беломраморный;a;ADJF;ADJF;0,5;37;86;40
бело-розовый;a;ADJF;ADJF;1,1;54;88;87
белорусский;a;ADJF;ADJF;15,4;98;91;626
белоснежный;a;ADJF;ADJF;9,8;98;93;522
белый;a;ADJF;ADJF;339,6;100;95;5693
бельгийский;a;ADJF;ADJF;4,4;82;91;260
бельевой;a;ADJF;ADJF;1,9;68;89;127
бенгальский;a;ADJF;ADJF;1,2;58;88;85
бензиновый;a;ADJF;ADJF;5,6;79;90;267
береговой;a;ADJF;ADJF;8,1;93;85;346
береженый;a;ADJF;ADJF;0,8;43;85;60
бережковский;a;ADJF;ADJF;0,4;13;67;22
бережливый;a;ADJF;ADJF;0,8;49;87;63
бережный;a;ADJF;ADJF;2,4;78;91;189
березниковский;a;ADJF;ADJF;0,4;19;74;22
березовский;a;ADJF;ADJF;0,9;36;73;55
березовый;a;ADJF;ADJF;9,9;94;91;463
беременный;a;ADJF;ADJF;14,9;100;88;632
берендеев;a;ADJF;ADJF;0,5;9;35;10
берестяной;a;ADJF;ADJF;2,1;48;75;67
бериевский;a;ADJF;ADJF;0,5;23;71;30
берингов;a;ADJF;ADJF;1,3;35;75;57
берлинский;a;ADJF;ADJF;8,8;89;91;410
бермудский;a;ADJF;ADJF;1,0;38;80;61
бернский;a;ADJF;ADJF;0,4;21;74;26
берцовый;a;ADJF;ADJF;0,5;30;81;37
бесквартирный;a;ADJF;ADJF;0,4;20;68;24
бесклассовый;a;ADJF;ADJF;0,5;31;81;34
бескомпромиссный;a;ADJF;ADJF;2,5;79;91;208
бесконвойный;a;ADJF;ADJF;0,4;12;60;14
бесконечный;a;ADJF;ADJF;48,7;100;96;1903
бесконтактный;a;ADJF;ADJF;1,0;38;82;62
бесконтрольный;a;ADJF;ADJF;1,6;64;89;127
бесконфликтный;a;ADJF;ADJF;0,4;29;81;38
бескорыстный;a;ADJF;ADJF;5,5;96;93;354
бескостный;a;ADJF;ADJF;0,7;32;79;47
бескрайний;a;ADJF;ADJF;5,1;90;93;332
бескровный;a;ADJF;ADJF;2,7;74;90;180
бескрылый;a;ADJF;ADJF;1,2;37;56;53
бесноватый;a;ADJF;ADJF;1,3;40;72;70
бесовский;a;ADJF;ADJF;2,1;60;84;118
беспамятный;a;ADJF;ADJF;0,5;32;83;46
беспардонный;a;ADJF;ADJF;1,2;63;89;89
беспартийный;a;ADJF;ADJF;5,0;87;90;247
бесперебойный;a;ADJF;ADJF;2,2;64;90;179
бесперспективный;a;ADJF;ADJF;3,8;82;81;236
беспечный;a;ADJF;ADJF;5,0;86;92;291
беспилотный;a;ADJF;ADJF;1,7;41;72;83
бесплатный;a;ADJF;ADJF;26,3;100;93;1508
бесплодный;a;ADJF;ADJF;6,1;96;93;390
бесплотный;a;ADJF;ADJF;2,6;71;87;154
бесповоротный;a;ADJF;ADJF;0,7;45;86;66
бесподобный;a;ADJF;ADJF;1,8;70;89;131
беспозвоночный;a;ADJF;ADJF;0,5;24;75;27
беспокойный;a;ADJF;ADJF;6,9;97;94;445
бесполезный;a;ADJF;ADJF;18,4;99;96;1009
бесполый;a;ADJF;ADJF;1,1;52;87;74
беспомощный;a;ADJF;ADJF;13,5;99;94;680
беспородный;a;ADJF;ADJF;1,1;43;78;71
беспорочный;a;ADJF;ADJF;0,5;27;81;36
беспорядочный;a;ADJF;ADJF;3,6;88;93;254
беспочвенный;a;ADJF;ADJF;1,5;69;91;131
беспошлинный;a;ADJF;ADJF;0,7;37;84;55
беспощадный;a;ADJF;ADJF;11,8;95;94;597
бесправный;a;ADJF;ADJF;2,1;76;91;151
беспредельный;a;ADJF;ADJF;3,9;88;91;257
беспредметный;a;ADJF;ADJF;1,1;44;74;67
беспрекословный;a;ADJF;ADJF;1,0;57;88;85
беспрепятственный;a;ADJF;ADJF;1,6;55;85;124
беспрерывный;a;ADJF;ADJF;2,6;74;88;174
беспрестанный;a;ADJF;ADJF;0,8;48;88;67
беспрецедентный;a;ADJF;ADJF;7,1;85;91;511
беспризорный;a;ADJF;ADJF;2,4;77;90;165
беспримерный;a;ADJF;ADJF;1,6;73;89;118
беспримесный;a;ADJF;ADJF;0,4;26;80;32
беспринципный;a;ADJF;ADJF;1,5;70;90;114
беспристрастный;a;ADJF;ADJF;2,4;83;91;181
беспричинный;a;ADJF;ADJF;2,0;71;89;143
бесприютный;a;ADJF;ADJF;1,0;50;87;77
беспроблемный;a;ADJF;ADJF;0,5;27;80;39
беспробудный;a;ADJF;ADJF;0,9;40;85;67
беспроводной;a;ADJF;ADJF;1,7;44;78;76
беспроволочный;a;ADJF;ADJF;0,4;26;81;28
беспроигрышный;a;ADJF;ADJF;1,7;72;90;145
беспросветный;a;ADJF;ADJF;3,1;82;92;222
беспроцентный;a;ADJF;ADJF;0,8;42;86;69
беспутный;a;ADJF;ADJF;1,3;55;86;92
бессарабский;a;ADJF;ADJF;0,5;30;79;33
бессвязный;a;ADJF;ADJF;2,1;76;91;161
бессердечный;a;ADJF;ADJF;1,2;56;88;94
бессильный;a;ADJF;ADJF;12,5;98;93;673
бессимптомный;a;ADJF;ADJF;0,9;9;56;27
бессистемный;a;ADJF;ADJF;0,5;34;83;41
бесславный;a;ADJF;ADJF;1,3;60;87;96
бессловесный;a;ADJF;ADJF;2,7;78;90;175
бессменный;a;ADJF;ADJF;2,6;75;91;209
бессмертный;a;ADJF;ADJF;14,0;98;95;720
бессмысленный;a;ADJF;ADJF;29,1;99;96;1328
бесснежный;a;ADJF;ADJF;0,4;25;80;32
бессовестный;a;ADJF;ADJF;3,3;81;90;229
бессодержательный;a;ADJF;ADJF;0,9;43;84;62
бессознательный;a;ADJF;ADJF;5,7;90;84;272
бессонный;a;ADJF;ADJF;7,4;93;92;431
бесспорный;a;ADJF;ADJF;8,6;96;93;582
бессрочный;a;ADJF;ADJF;2,6;76;84;158
бесстрастный;a;ADJF;ADJF;3,7;85;91;240
бесстрашный;a;ADJF;ADJF;5,5;90;93;350
бесстыдный;a;ADJF;ADJF;1,8;68;90;135
бесстыжий;a;ADJF;ADJF;2,3;65;88;161
бессудный;a;ADJF;ADJF;0,5;18;71;20
бессчетный;a;ADJF;ADJF;1,4;65;87;96
бессывороточный;a;ADJF;ADJF;0,5;5;19;6
бестактный;a;ADJF;ADJF;2,5;76;90;166
бесталанный;a;ADJF;ADJF;1,1;53;86;74
бестелесный;a;ADJF;ADJF;1,1;52;85;80
бестолковый;a;ADJF;ADJF;5,4;92;92;359
бестрепетный;a;ADJF;ADJF;0,4;25;81;31
бесформенный;a;ADJF;ADJF;4,3;84;91;263
бесхвостый;a;ADJF;ADJF;0,4;19;72;20
бесхитростный;a;ADJF;ADJF;3,0;77;90;210
бесхозный;a;ADJF;ADJF;2,3;77;91;164
бесхозяйный;a;ADJF;ADJF;0,5;13;36;17
бесцветный;a;ADJF;ADJF;6,9;90;91;377
бесцельный;a;ADJF;ADJF;1,4;64;90;117
бесценный;a;ADJF;ADJF;8,7;97;94;560
бесцеремонный;a;ADJF;ADJF;1,6;68;89;123
бесчеловечный;a;ADJF;ADJF;2,9;84;91;199
бесчестный;a;ADJF;ADJF;1,1;52;87;76
бесчисленный;a;ADJF;ADJF;14,0;98;94;728
бесчувственный;a;ADJF;ADJF;3,7;81;90;249
бесшабашный;a;ADJF;ADJF;2,6;81;91;193
бесшовный;a;ADJF;ADJF;0,7;16;51;18
бесшумный;a;ADJF;ADJF;4,0;82;90;246
бетонированный;a;ADJF;ADJF;0,4;26;78;28
бетонный;a;ADJF;ADJF;16,1;97;93;720
бетховенский;a;ADJF;ADJF;0,6;32;82;43
бешеный;a;ADJF;ADJF;18,9;98;94;903
биатлонный;a;ADJF;ADJF;0,4;9;56;14
библейский;a;ADJF;ADJF;10,9;97;88;489
библиографический;a;ADJF;ADJF;1,6;59;86;114
библиотечный;a;ADJF;ADJF;3,6;81;90;188
бикфордов;a;ADJF;ADJF;0,5;28;80;33
билетный;a;ADJF;ADJF;0,9;52;87;71
бильярдный;a;ADJF;ADJF;2,4;66;87;132
бинарный;a;ADJF;ADJF;1,6;30;70;71
биогенный;a;ADJF;ADJF;0,5;12;62;17
биогеохимический;a;ADJF;ADJF;0,4;9;49;11
биографический;a;ADJF;ADJF;4,5;82;90;269
биологический;a;ADJF;ADJF;28,4;99;83;1113
биосферный;a;ADJF;ADJF;0,4;15;70;21
биотехнологический;a;ADJF;ADJF;0,6;21;72;28
биохимический;a;ADJF;ADJF;3,6;49;75;163
биполярный;a;ADJF;ADJF;0,7;23;73;36
биржевой;a;ADJF;ADJF;3,7;70;89;198
бирманский;a;ADJF;ADJF;0,6;20;63;22
биробиджанский;a;ADJF;ADJF;1,5;13;36;32
бирюзовый;a;ADJF;ADJF;1,7;65;89;105
бисексуальный;a;ADJF;ADJF;0,4;22;76;24
бисерный;a;ADJF;ADJF;1,1;42;78;64
битый;a;ADJF;ADJF;8,2;92;93;510
благоверный;a;ADJF;ADJF;1,3;57;87;84
благовещенский;a;ADJF;ADJF;1,3;43;79;63
благовидный;a;ADJF;ADJF;1,0;57;88;79
благовонный;a;ADJF;ADJF;0,4;25;81;30
благовоспитанный;a;ADJF;ADJF;0,7;44;87;57
благоговейный;a;ADJF;ADJF;2,2;68;80;164
благодарный;a;ADJF;ADJF;24,5;100;96;1235
благодарственный;a;ADJF;ADJF;1,9;74;90;141
благодатный;a;ADJF;ADJF;5,9;96;86;383
благодетельный;a;ADJF;ADJF;0,8;41;84;55
благодушный;a;ADJF;ADJF;2,1;75;90;160
благожелательный;a;ADJF;ADJF;2,4;73;90;170
благозвучный;a;ADJF;ADJF;0,8;53;89;67
благой;a;ADJF;ADJF;11,1;98;90;695
благолепный;a;ADJF;ADJF;0,4;27;80;30
благонадежный;a;ADJF;ADJF;0,6;34;83;43
благонамеренный;a;ADJF;ADJF;0,8;43;84;56
благонравный;a;ADJF;ADJF;0,4;30;83;36
благообразный;a;ADJF;ADJF;2,2;68;82;135
благополучный;a;ADJF;ADJF;15,6;100;95;986
благоприобретенный;a;ADJF;ADJF;0,6;40;85;53
благопристойный;a;ADJF;ADJF;1,3;60;89;99
благоприятный;a;ADJF;ADJF;24,9;99;92;1556
благоразумный;a;ADJF;ADJF;1,8;68;89;134
благороднейший;a;ADJF;ADJF;0,8;47;87;57
благородный;a;ADJF;ADJF;36,7;99;94;1551
благосклонный;a;ADJF;ADJF;2,7;83;92;205
благословенный;a;ADJF;ADJF;5,7;89;87;338
благостный;a;ADJF;ADJF;2,9;78;91;198
благотворительный;a;ADJF;ADJF;11,0;89;90;586
благотворный;a;ADJF;ADJF;2,5;79;91;196
благоустроенный;a;ADJF;ADJF;2,6;73;89;199
благоуханный;a;ADJF;ADJF;0,9;45;86;63
благочестивый;a;ADJF;ADJF;3,1;65;76;179
блаженнейший;a;ADJF;ADJF;1,1;21;67;28
блаженный;a;ADJF;ADJF;15,8;99;88;714
блатной;a;ADJF;ADJF;5,6;88;90;254
бледненький;a;ADJF;ADJF;0,4;24;79;29
бледно-голубой;a;ADJF;ADJF;1,0;47;86;78
бледно-желтый;a;ADJF;ADJF;0,6;37;84;50
бледно-зеленый;a;ADJF;ADJF;0,9;47;86;72
бледнолицый;a;ADJF;ADJF;0,7;41;80;51
бледно-розовый;a;ADJF;ADJF;1,1;53;86;83
бледный;a;ADJF;ADJF;36,5;100;92;1120
блеклый;a;ADJF;ADJF;3,3;82;90;228
блескучий;a;ADJF;ADJF;0,4;26;80;32
блестящий;a;ADJF;ADJF;37,5;100;95;1616
ближайший;a;ADJF;ADJF;104,3;100;95;5334
ближневосточный;a;ADJF;ADJF;3,6;57;73;172
ближний;a;ADJF;ADJF;30,9;100;92;1529
близкий;a;ADJF;ADJF;206,8;100;98;6077
близкородственный;a;ADJF;ADJF;0,6;19;72;41
близлежащий;a;ADJF;ADJF;4,7;90;92;369
близорукий;a;ADJF;ADJF;3,5;84;91;228
блистательный;a;ADJF;ADJF;8,0;95;92;441
блокадный;a;ADJF;ADJF;2,1;63;87;114
блоковский;a;ADJF;ADJF;2,0;54;82;89
блоковый;a;ADJF;ADJF;0,6;17;55;24
блочный;a;ADJF;ADJF;1,9;60;81;108
блошиный;a;ADJF;ADJF;0,8;37;82;60
блудливый;a;ADJF;ADJF;0,8;38;81;56
блудный;a;ADJF;ADJF;2,8;77;76;170
блуждающий;a;ADJF;ADJF;2,2;70;83;116
блядский;a;ADJF;ADJF;0,6;30;81;41
бобовый;a;ADJF;ADJF;0,8;44;83;60
бобровый;a;ADJF;ADJF;1,2;41;80;56
богатейший;a;ADJF;ADJF;5,6;91;92;411
богатенький;a;ADJF;ADJF;1,2;49;86;80
богатый;a;ADJF;ADJF;85,0;100;96;3582
богатырский;a;ADJF;ADJF;2,4;76;89;158
богдановский;a;ADJF;ADJF;0,6;4;10;4
богемный;a;ADJF;ADJF;2,1;69;88;136
богемский;a;ADJF;ADJF;0,5;25;79;28
богоборческий;a;ADJF;ADJF;0,4;21;74;28
богобоязненный;a;ADJF;ADJF;0,6;39;85;49
богоданный;a;ADJF;ADJF;0,6;21;72;37
богоизбранный;a;ADJF;ADJF;0,4;18;70;24
богомольный;a;ADJF;ADJF;0,5;27;80;30
богопротивный;a;ADJF;ADJF;0,4;27;81;29
богородичный;a;ADJF;ADJF;1,8;16;21;28
богородский;a;ADJF;ADJF;0,6;26;59;30
богословский;a;ADJF;ADJF;9,4;77;74;261
богослужебный;a;ADJF;ADJF;2,1;34;64;74
богоугодный;a;ADJF;ADJF;1,1;62;89;91
богочеловеческий;a;ADJF;ADJF;0,4;10;54;19
богоявленский;a;ADJF;ADJF;1,5;40;78;66
бодренький;a;ADJF;ADJF;0,4;23;77;29
бодрый;a;ADJF;ADJF;14,6;96;94;755
бодрящий;a;ADJF;ADJF;1,2;61;89;98
боевитый;a;ADJF;ADJF;0,4;25;79;33
боевой;a;ADJF;ADJF;139,6;100;91;2694
боеготовый;a;ADJF;ADJF;0,6;28;78;41
боеспособный;a;ADJF;ADJF;1,8;61;89;130
божеский;a;ADJF;ADJF;1,7;74;90;133
божественный;a;ADJF;ADJF;35,9;99;75;1076
божий;a;ADJF;ADJF;99,9;100;64;1827
бойкий;a;ADJF;ADJF;6,4;91;93;404
бойцовский;a;ADJF;ADJF;0,9;48;86;76
бойцовый;a;ADJF;ADJF;0,6;23;63;28
боковой;a;ADJF;ADJF;28,9;100;85;1097
боксерский;a;ADJF;ADJF;1,8;71;90;123
болгарский;a;ADJF;ADJF;8,8;95;88;348
болдинский;a;ADJF;ADJF;0,7;20;67;25
болевой;a;ADJF;ADJF;4,7;87;90;271
болезненный;a;ADJF;ADJF;19,6;100;96;1090
болезнетворный;a;ADJF;ADJF;0,9;44;85;67
болезный;a;ADJF;ADJF;0,8;35;82;54
боливийский;a;ADJF;ADJF;0,6;14;51;17
болонский;a;ADJF;ADJF;0,4;22;69;27
болотистый;a;ADJF;ADJF;2,1;66;86;117
болотный;a;ADJF;ADJF;6,9;94;89;331
болтливый;a;ADJF;ADJF;2,6;81;89;185
больничный;a;ADJF;ADJF;15,2;97;93;627
больной;a;ADJF;ADJF;71,0;100;96;2242
большевистский;a;ADJF;ADJF;9,2;90;89;330
большевицкий;a;ADJF;ADJF;0,7;15;58;17
большеглазый;a;ADJF;ADJF;1,2;45;83;75
большеголовый;a;ADJF;ADJF;1,2;34;74;54
большегрузный;a;ADJF;ADJF;1,2;48;84;81
большеротый;a;ADJF;ADJF;0,6;26;76;36
больший;a;ADJF;ADJF;128,9;100;95;5679
большой;a;ADJF;ADJF;944,4;100;97;17589
большущий;a;ADJF;ADJF;2,4;74;90;139
бомбардировочный;a;ADJF;ADJF;0,8;34;78;45
бомбовый;a;ADJF;ADJF;1,9;58;85;88
бордовый;a;ADJF;ADJF;2,9;74;89;169
бордюрный;a;ADJF;ADJF;0,4;28;80;34
борзой;a;ADJF;ADJF;0,7;36;85;49
борисовский;a;ADJF;ADJF;0,7;25;74;34
борисоглебский;a;ADJF;ADJF;1,3;30;51;39
боровицкий;a;ADJF;ADJF;0,8;28;70;39
боровой;a;ADJF;ADJF;0,8;31;77;40
бородавчатый;a;ADJF;ADJF;0,5;25;68;31
бородатый;a;ADJF;ADJF;10,7;92;90;491
бородинский;a;ADJF;ADJF;1,8;71;89;114
